,Profession,Income,Credit_card_number,Expiry,Security_code,Fraud
5180,ENGINEER,21175,344564703676486,04/29,363,1
5143,ENGINEER,57202,341426417189839,07/29,364,0
7178,ENGINEER,4639,6564043776774494,10/34,665,0
5606,DOCTOR,78766,213103377330407,07/32,125,0
1597,DOCTOR,80172,4037425165774,07/33,278,0
2150,DOCTOR,31453,345111586960717,07/31,945,1
8680,ENGINEER,7369,30029404702345,10/34,258,0
999,LAWYER,57889,4267083973937119,01/34,574,0
3663,ENGINEER,8360,213179434777616,09/33,426,0
949,ENGINEER,92049,3563356976632215,08/30,2364,1
7910,ENGINEER,66576,3557510463267376,03/33,45,0
4924,LAWYER,82392,4001535110860468284,12/24,99,1
9240,ENGINEER,80668,4692637959981506825,07/34,171,1
6695,ENGINEER,28430,342047178125900,02/33,976,0
2616,DOCTOR,20787,2256779295494989,03/26,363,1
3757,LAWYER,74794,4827683813903321,04/26,507,1
6833,LAWYER,8487,3555595619887955,10/27,490,0
8169,DOCTOR,84993,3540625185541641,06/31,429,0
1777,DOCTOR,54471,639095882341,07/33,7106,0
3400,ENGINEER,50474,4893162427539698178,12/25,412,0
2474,ENGINEER,25047,4818526059471357,04/27,87,0
5312,ENGINEER,78415,370884094708863,03/33,953,0
1451,DOCTOR,17589,4790160381424,08/25,448,1
9462,LAWYER,72360,4322567093149806,10/33,469,0
4285,DOCTOR,40122,36407850395943,04/26,130,0
7040,ENGINEER,40116,30198546946704,12/28,426,0
4843,ENGINEER,67710,4767456345130782806,11/24,472,0
9723,ENGINEER,14014,213161249881411,07/25,288,0
1383,ENGINEER,6505,6011926011087715,01/26,178,0
8559,LAWYER,87535,4152344214122,03/28,461,1
4881,DOCTOR,85124,3533542446063266,05/27,586,0
8994,LAWYER,75259,30292693842590,10/31,61,0
8795,DOCTOR,69250,6011931396719270,05/28,176,0
1873,LAWYER,58386,675967900845,08/31,674,0
8950,DOCTOR,84286,180039114236441,12/24,9931,0
64,LAWYER,36418,5195036591687999,07/27,757,0
656,ENGINEER,5552,375114356013025,07/25,884,0
3255,ENGINEER,58482,3570757652965210,11/29,289,0
2416,ENGINEER,88385,3559708591489858,01/34,359,0
4150,DOCTOR,96032,4008398867388755,08/33,168,0
1012,DOCTOR,27987,30180972788875,12/28,499,0
4175,DOCTOR,23112,4279262874396411,01/26,234,1
5004,LAWYER,78736,4260674360087505,12/26,1,1
7402,LAWYER,70960,213105840934277,06/31,100,0
4724,LAWYER,62861,6506455168111658,04/30,279,0
3470,ENGINEER,39662,3517088870608374,02/29,256,0
192,DOCTOR,81227,30431588803214,06/34,630,1
90,LAWYER,26375,4267458412849,02/26,994,0
8766,DOCTOR,18319,180024782237368,07/30,824,0
8647,LAWYER,6698,3568789941224558,03/31,664,0
5199,LAWYER,32051,3539721069615909,11/33,681,1
9488,ENGINEER,88253,586094448089,10/32,7,0
5696,LAWYER,24552,30015379828744,11/28,5441,0
9115,DOCTOR,54279,4287397770221840,06/29,29,0
639,ENGINEER,18903,341125486428074,08/32,968,0
1836,LAWYER,65566,3543703438100627,06/32,634,0
1763,DOCTOR,60677,4124986875127907,10/26,552,1
8926,DOCTOR,15810,3593128101159263,07/26,421,0
8052,DOCTOR,32055,4751026594410,11/31,4125,1
4983,LAWYER,52820,630451458792,07/33,8,0
136,DOCTOR,76281,2458623848776615,08/25,446,0
7605,ENGINEER,74688,349726690182811,02/33,29,0
8999,DOCTOR,97024,370757504893071,02/29,890,0
7884,DOCTOR,87866,342351973465432,05/26,358,0
7400,ENGINEER,84333,4923632339791,01/27,471,0
9794,DOCTOR,19892,3524620715294092,06/27,94,0
8462,ENGINEER,45727,213101959869750,12/33,350,0
7841,LAWYER,51457,4943537761828444,11/30,9060,0
6223,DOCTOR,26174,4755751010822358,03/26,397,0
4208,DOCTOR,69082,4147128448757230175,01/25,717,0
5987,DOCTOR,53015,6011531375229695,02/34,175,1
6362,LAWYER,35794,4140147870173473687,02/27,521,1
1556,LAWYER,52546,3573008197811437,12/29,1823,0
4731,LAWYER,64579,4481851141701710,06/30,857,0
7205,ENGINEER,91440,4921195122749977,09/30,5653,0
3669,DOCTOR,80603,4848219267331878,04/29,434,0
8762,LAWYER,50225,3550667110035197,07/34,840,0
9856,ENGINEER,26294,379884403330533,11/29,334,0
8033,ENGINEER,10164,630466741638,09/34,206,1
6210,DOCTOR,55504,4643162018316628964,07/25,276,1
7086,ENGINEER,68457,3511290417213496,10/34,60,0
4482,DOCTOR,26917,4412881063849716019,01/33,973,1
9961,ENGINEER,11370,6556171289678082,05/31,676,1
5146,ENGINEER,33501,4493039566330417435,09/25,253,1
4684,DOCTOR,98583,502096711689,07/27,227,0
3184,ENGINEER,79959,213106170625816,03/30,749,0
1563,LAWYER,16738,3577890011715647,04/25,19,0
5133,LAWYER,99583,6011626742671643,04/29,431,1
4897,LAWYER,12973,4731007190895238,01/29,663,0
9251,DOCTOR,19124,4091647426770236,05/33,986,0
715,ENGINEER,33816,3538944929192387,12/30,553,0
5619,ENGINEER,47897,4267520459454764671,05/31,980,0
6189,LAWYER,47390,2282676074161656,01/33,301,0
3376,ENGINEER,79430,4243802843293547,07/26,278,0
8230,LAWYER,69327,4589932015295269,12/24,865,1
158,LAWYER,98375,340392243663549,06/31,981,0
7602,DOCTOR,93922,3506167786620047,11/26,506,0
2870,ENGINEER,35091,4910207865932208,07/29,465,0
9270,DOCTOR,12396,30002717754816,06/26,366,1
9941,ENGINEER,6613,4473313480688,08/32,195,0
7726,LAWYER,15715,4499618185920,02/32,415,0
5353,LAWYER,75007,30145671951777,10/30,159,0
3133,DOCTOR,9832,4198281040042418,07/28,528,0
7138,LAWYER,43671,503888338962,01/27,271,0
2234,ENGINEER,8092,213145584999060,05/25,206,0
5068,LAWYER,58556,3533813105972851,08/31,658,0
8404,ENGINEER,8488,2254873524424198,02/28,291,0
1140,DOCTOR,34177,4177494038641,12/28,5360,0
5297,LAWYER,52060,6011831306315351,01/28,329,0
9655,LAWYER,90162,6563730770857389,06/32,408,1
4707,DOCTOR,35409,4195285420349676,06/34,960,1
5443,DOCTOR,92498,3530451429797507,02/31,377,1
884,LAWYER,72019,4742332613882903,11/30,421,0
9352,LAWYER,14625,4627740763970,04/32,224,1
5802,LAWYER,73552,4828001767066335,12/24,399,0
7044,ENGINEER,86807,3521778428387026,04/34,347,1
6480,ENGINEER,47967,349814300669599,02/30,66,0
6577,ENGINEER,29778,4269455255384236,02/25,595,0
6766,DOCTOR,57647,2294339596947740,07/27,425,1
6388,ENGINEER,66618,502087438888,09/30,265,0
3039,LAWYER,31257,3545691814785798,03/32,672,1
6879,ENGINEER,33433,675989405179,07/31,909,0
8914,ENGINEER,62890,3535359886660891,11/31,531,1
3086,LAWYER,25438,3593890794262734,07/27,596,0
88,DOCTOR,7181,213176129423852,05/34,628,0
4912,DOCTOR,89254,565187924800,07/33,39,0
9101,DOCTOR,82395,4316712795054015,08/30,587,0
1872,DOCTOR,76731,3520573180311558,12/28,130,0
2412,ENGINEER,64421,38390529717606,10/32,142,0
1127,ENGINEER,21788,4802094969320303,12/30,627,0
2918,DOCTOR,43923,4644113298991840,05/30,573,0
9006,DOCTOR,61339,180052522824344,10/31,135,0
7767,ENGINEER,29035,213106570362150,01/29,846,0
8235,ENGINEER,56477,2701873964450934,03/26,562,1
6299,LAWYER,94549,2450549896304075,02/28,542,1
9580,LAWYER,55356,6569135184497380,08/29,663,0
9438,DOCTOR,68046,349257483272023,12/32,402,0
2936,LAWYER,73190,639002552540,10/30,386,0
962,LAWYER,8440,6011955585385411,09/34,183,1
4525,LAWYER,37046,2720363755527873,03/26,542,0
8581,LAWYER,74550,3530954818232325,08/26,937,1
7124,DOCTOR,35574,2274282420151234,12/25,8048,1
5544,ENGINEER,39072,6518091329576939,02/28,914,0
5454,LAWYER,45005,4067271021060,12/31,191,0
6873,LAWYER,54185,4236782320191514,11/24,157,0
3212,DOCTOR,71919,3562281309682847,01/28,781,1
8741,ENGINEER,3542,4831490422116509,06/25,664,1
7750,LAWYER,92846,4941020539105744,08/27,53,0
2477,DOCTOR,53953,6011427780336094,09/25,594,1
1370,ENGINEER,46331,4017304184658,08/30,300,0
1784,ENGINEER,51459,30471278334393,03/33,416,0
4237,DOCTOR,86020,4621015325326,02/26,651,0
1809,ENGINEER,69808,38826167730476,01/34,664,0
6661,LAWYER,33231,180069228058274,10/33,3711,0
8321,DOCTOR,50909,180040460697392,05/25,904,0
1874,LAWYER,86342,4046087529685013,03/26,766,0
9315,ENGINEER,95772,3586653391994342,11/26,522,0
7750,LAWYER,92846,4941020539105744,08/27,53,0
7141,ENGINEER,17827,4992753217236393,12/33,531,0
6883,LAWYER,22244,36485553384687,08/34,406,1
3887,LAWYER,22103,30371820535648,08/29,270,0
922,DOCTOR,49388,4502098424100755327,07/27,49,0
6393,DOCTOR,91261,213198628458643,01/32,679,0
8577,LAWYER,60504,502038114026,09/26,408,0
8385,DOCTOR,60737,347965240169694,09/30,57,1
2757,DOCTOR,16386,4864400367713541,11/27,14,0
479,LAWYER,39287,4076765093911310,01/26,844,0
3140,DOCTOR,19,5547372266643628,03/27,726,0
3001,DOCTOR,68206,675957929549,04/29,20,0
5813,DOCTOR,15725,2719801978120557,03/29,149,1
1098,DOCTOR,45763,3561828060648663,07/33,111,1
4034,LAWYER,19312,4940618928077472,05/27,368,0
7342,DOCTOR,84733,4589206050806151,07/26,638,0
4740,ENGINEER,46388,3574640531869298,06/34,289,0
5080,LAWYER,12031,180085419828945,01/33,9160,0
8891,LAWYER,3508,587671982839,09/31,2853,0
8420,DOCTOR,12979,379371310734619,05/27,817,0
5492,DOCTOR,19537,5239584500864520,05/25,5308,0
8545,ENGINEER,4541,3596624595824245,11/34,189,0
1620,DOCTOR,97639,4387407922123098,07/26,370,0
8119,LAWYER,59695,180032772709544,10/28,151,1
7120,LAWYER,86863,4702937300984438,12/29,104,1
5027,DOCTOR,36966,6011720230468354,10/29,310,0
4264,ENGINEER,27725,3530461219366561,11/29,599,0
1951,DOCTOR,88086,2241242315386873,03/29,455,0
4666,ENGINEER,49099,4280244076015744485,11/25,464,0
9012,ENGINEER,98668,3579291229061213,04/33,503,0
9917,LAWYER,43704,630491526186,12/32,83,1
6250,DOCTOR,80799,346151639044035,01/27,357,0
6202,DOCTOR,35096,676143935176,11/32,397,1
6668,LAWYER,97534,3501104408230017,09/33,933,1
977,ENGINEER,83290,4218344052552058,06/32,329,1
8478,LAWYER,93211,4204522072142689,05/25,92,1
978,DOCTOR,11759,30358126834510,01/26,405,1
9468,LAWYER,23244,2720814419378723,07/29,632,0
947,ENGINEER,33546,4775353696993,04/30,170,0
8954,DOCTOR,80353,561742151815,07/29,7667,0
7381,ENGINEER,36765,4031973512410571325,05/31,477,0
5659,LAWYER,49644,5434263425908281,10/26,204,0
5106,DOCTOR,63152,3563569982091123,01/34,97,0
4362,DOCTOR,17048,6575995651772843,08/31,984,0
3186,LAWYER,64631,3577980568070973,05/30,960,1
6012,LAWYER,11638,6011005315692601,12/26,2426,0
5382,DOCTOR,67965,30547725578615,01/26,5612,0
5902,DOCTOR,68097,4366933361954499041,03/33,307,1
2375,DOCTOR,15328,3516383274328153,03/34,460,0
1131,DOCTOR,9300,2720531073046327,06/31,30,0
439,LAWYER,36472,4546406916476,11/25,361,0
3566,LAWYER,21440,3552572570784938,09/33,947,0
9246,LAWYER,63698,30017740365844,11/26,662,0
1559,DOCTOR,7444,180008570295506,02/33,266,0
2585,ENGINEER,39587,4905986024866491,07/31,87,0
330,ENGINEER,87250,4033415616264,03/27,7266,1
9241,DOCTOR,57643,4072957519740614091,03/25,418,0
9104,ENGINEER,23246,3504494257871665,03/31,8075,0
4931,LAWYER,51959,4953978611131,04/34,94,0
7348,ENGINEER,33868,4845836407861895,05/34,966,0
4892,DOCTOR,32772,4295568944627060374,06/26,469,0
4811,DOCTOR,84895,676241819629,03/34,844,0
5796,LAWYER,19614,5227144014711479,07/33,950,0
5899,LAWYER,5180,3571042289194453,10/29,135,1
7382,ENGINEER,56435,3563204136448686,02/30,268,0
6845,ENGINEER,20446,2224454400965823,12/27,215,1
917,LAWYER,35976,30343516053723,09/28,552,0
7680,ENGINEER,83820,4427094161126446,01/28,494,1
9118,DOCTOR,3058,676153494122,06/25,613,1
4811,DOCTOR,84895,676241819629,03/34,844,0
6239,ENGINEER,41543,675969165991,10/25,787,1
804,LAWYER,77287,3536847861279025,01/31,55,1
3132,LAWYER,62403,4295284065388338,10/34,715,1
8505,ENGINEER,6965,4418037671666,08/28,836,0
5143,ENGINEER,57202,341426417189839,07/29,364,0
7076,DOCTOR,47917,4542195358120843,04/30,237,0
6878,ENGINEER,54916,213109513614810,12/33,983,0
3740,ENGINEER,53065,379453635019148,07/31,266,1
818,LAWYER,23938,4020155696701424,12/27,378,0
4277,DOCTOR,96723,36799107644259,02/25,147,0
4184,LAWYER,43790,4129347692203444,02/27,26,0
7431,ENGINEER,96040,345464233823113,06/28,6545,1
7560,ENGINEER,70709,4145268421958670,09/29,92,1
4379,LAWYER,83781,38739592809122,03/26,3475,0
1029,DOCTOR,17569,4049773866421156,03/34,518,0
593,DOCTOR,12794,349823197076370,10/29,756,1
5644,DOCTOR,14934,4138109474695786,01/30,571,0
4904,ENGINEER,1362,3504963019262322,04/34,752,1
2123,LAWYER,97099,630418230003,03/27,610,0
5112,ENGINEER,16960,4674800406185400784,01/25,3723,1
9678,LAWYER,13574,2435395082480323,04/30,64,0
6333,ENGINEER,17379,6011591964074936,05/32,104,0
9391,DOCTOR,59935,4026038671716,05/27,2299,1
2113,LAWYER,49690,3564743580045802,10/29,6220,1
1797,ENGINEER,75802,4781242880856252,09/33,643,0
2329,ENGINEER,40523,6011078195407853,11/31,804,0
5497,DOCTOR,57735,3548642256690548,01/30,675,1
2001,ENGINEER,51682,6561976146281273,05/33,618,1
8839,LAWYER,40420,4270262397491291280,01/32,568,1
532,ENGINEER,37343,3593438461888934,09/32,9953,0
1508,LAWYER,89208,4128076989662921293,03/26,596,0
3876,ENGINEER,71522,3517700335853193,01/33,782,0
9376,LAWYER,42533,3585271596029086,09/29,952,0
1271,DOCTOR,59794,3586198773497449,06/31,663,0
4912,DOCTOR,89254,565187924800,07/33,39,0
1205,ENGINEER,67097,370769472260217,03/31,307,0
3844,ENGINEER,27287,3540706864812774,05/32,553,1
6456,ENGINEER,54966,3599196319066079,11/29,699,0
7058,ENGINEER,84415,4817280760664409078,06/26,152,1
3040,DOCTOR,86470,5170996536352406,08/25,179,0
2206,LAWYER,47775,344203611985024,05/26,903,0
6665,ENGINEER,83755,6011001678278898,08/29,492,1
7170,ENGINEER,96241,503858919270,10/28,839,0
678,LAWYER,99912,3598657750109109,10/29,355,1
7981,ENGINEER,71519,4124984833449380,05/33,496,0
1189,LAWYER,11012,6011228213233696,08/27,360,0
2675,ENGINEER,48825,30586568505459,05/34,90,0
1919,LAWYER,41078,213186102051554,10/26,400,1
3433,DOCTOR,90973,676394314808,01/31,408,1
7675,ENGINEER,84010,213147175672676,10/26,443,1
6881,ENGINEER,72956,6548435110396052,09/25,191,0
5816,LAWYER,23806,6570127024427369,08/28,899,1
2054,DOCTOR,72623,3527356795573611,04/29,477,1
5178,DOCTOR,99081,6011692375435474,03/26,790,0
1602,ENGINEER,93795,4810224578932961223,08/32,310,0
2666,LAWYER,30753,4482928557042901,11/24,168,0
5989,ENGINEER,41498,4696222678688483,07/26,425,0
496,ENGINEER,83247,2251290685836552,02/32,128,0
2917,ENGINEER,3697,213171982065361,10/29,618,0
1608,DOCTOR,83826,2716572577128571,10/32,357,0
2807,ENGINEER,77295,3517573752639860,10/31,484,0
9803,LAWYER,39179,347066006546942,01/27,44,1
62,LAWYER,67976,213116528444646,10/30,274,0
3740,ENGINEER,53065,379453635019148,07/31,266,1
1228,LAWYER,3731,372506747376818,07/34,226,0
1746,LAWYER,50114,4397035509681192,02/32,240,0
5036,ENGINEER,85607,341885298199193,06/31,327,0
6516,ENGINEER,27400,563715478035,08/26,8,1
5,ENGINEER,72106,4483533221713,05/27,834,0
2006,LAWYER,57423,4327610310560309,01/30,297,0
9975,LAWYER,46279,344180021302950,08/29,534,0
4421,ENGINEER,28575,4096246629502739,11/29,237,1
432,DOCTOR,74381,569477734051,03/26,919,1
8500,LAWYER,92087,4992367177296,02/29,571,0
1900,LAWYER,70863,6523710239498198,03/33,500,1
1445,ENGINEER,46035,4971484805205747442,12/31,752,0
5899,LAWYER,5180,3571042289194453,10/29,135,1
7054,ENGINEER,11184,60443802669,05/31,874,0
7367,DOCTOR,98356,3566839473544915,05/26,568,1
3690,DOCTOR,51144,4824740285414470147,05/30,251,0
9012,ENGINEER,98668,3579291229061213,04/33,503,0
1887,ENGINEER,68951,4806732488894847,08/31,32,1
6035,LAWYER,13460,676361675751,11/24,350,1
5235,DOCTOR,46133,6516868628788766,12/29,807,0
6336,LAWYER,78556,6564839995734924,09/26,241,0
3466,ENGINEER,40892,639041886545,06/26,829,1
805,LAWYER,72105,676389072270,04/32,568,1
1089,ENGINEER,22194,4134198887911017,09/31,869,0
8718,DOCTOR,2541,2267941881379811,05/33,459,0
7074,LAWYER,37845,38401685942399,07/27,799,1
9123,LAWYER,83762,349744849792281,09/28,180,1
9897,ENGINEER,60872,4905894369150598,11/28,232,1
6570,DOCTOR,47995,563908728451,04/28,440,1
4191,ENGINEER,18591,180033995579532,12/29,181,0
8026,ENGINEER,44016,3584497932421619,03/31,880,0
2936,LAWYER,73190,639002552540,10/30,386,0
3558,LAWYER,52316,213176810264466,06/31,918,0
1236,ENGINEER,27407,4418433347668338,10/25,274,1
5405,DOCTOR,38274,30503653325123,09/28,810,1
460,DOCTOR,75910,4410660151344487201,02/28,908,0
3221,LAWYER,54898,4823159600534432171,09/29,489,0
2418,ENGINEER,15999,4319132107004904,12/30,735,1
3198,DOCTOR,61622,3502812237611053,07/27,364,0
6528,DOCTOR,35218,4200874854236332909,09/31,42,0
5691,LAWYER,53101,4625190934264198995,08/33,81,0
2578,ENGINEER,66053,4981575811027685,04/30,802,1
2494,DOCTOR,50343,4111027008866288,09/31,161,1
6011,LAWYER,43733,503883421516,03/34,124,0
1732,LAWYER,99587,582294936106,11/32,658,1
2923,DOCTOR,43244,4069301329331,08/26,501,0
9153,DOCTOR,54805,4824995006248991971,12/30,433,0
7975,LAWYER,33162,3535551269233169,12/24,271,1
8116,LAWYER,42974,501893501228,02/25,8944,0
3981,ENGINEER,52476,180063129570180,11/29,864,1
991,ENGINEER,10814,347111491475650,11/24,122,0
1185,ENGINEER,15673,4680999564956201,06/28,687,0
996,DOCTOR,20439,6537767277725217,04/31,132,0
1689,ENGINEER,32146,4668228899880496824,08/32,987,0
8153,ENGINEER,23231,3559330237923123,05/30,830,0
2240,DOCTOR,21212,4723109632988959,08/32,191,0
9238,DOCTOR,7740,502051140395,06/31,694,1
7396,DOCTOR,22110,4315346892022662218,04/29,583,1
6813,LAWYER,69326,4901613039267,10/29,979,0
1920,DOCTOR,86185,4939058523270,09/25,430,0
3006,ENGINEER,52319,502076868293,05/27,297,0
9651,LAWYER,1188,30192081968108,11/24,461,0
3579,ENGINEER,11742,6567322284551785,05/29,982,1
4706,DOCTOR,6817,2248044332664628,03/30,773,1
826,DOCTOR,31449,4637301013178,11/25,462,0
7360,ENGINEER,65641,6564770464797508,05/33,330,1
3155,ENGINEER,3259,347327247704231,07/28,704,0
8794,DOCTOR,60795,4908608988283,12/33,163,1
8152,DOCTOR,19249,371804614229884,12/27,552,0
5870,ENGINEER,10365,2542654720138671,11/27,690,1
3875,DOCTOR,37549,2426083104304900,01/30,692,0
4161,ENGINEER,18770,4676407298635485,08/34,3171,0
8130,ENGINEER,21248,3596188932340620,01/33,71,0
6820,DOCTOR,47421,4251240945845,07/29,855,0
2584,ENGINEER,32991,373449526756182,10/34,809,1
3161,DOCTOR,8128,30498922921960,06/33,887,0
6839,LAWYER,21083,4140055809562694,06/34,245,1
8645,LAWYER,41166,4351307896624,09/29,432,0
9325,ENGINEER,79894,4543436004637506974,01/31,539,0
1243,LAWYER,53696,4498606704746689,12/32,171,0
7461,DOCTOR,63577,4212658810898313,04/26,976,0
5537,LAWYER,47754,213193644749976,10/30,313,0
5201,ENGINEER,78831,349111170095355,03/31,57,0
4873,DOCTOR,54558,676211984635,07/29,809,1
6108,LAWYER,85743,38234280284093,12/24,988,0
8924,ENGINEER,45767,6513583508547207,10/25,66,0
793,LAWYER,86849,4228790308200819,03/29,768,1
5075,DOCTOR,39572,4543158339959140341,04/30,166,1
5299,DOCTOR,5823,6514057619201540,04/25,551,1
2142,LAWYER,35653,374229653187883,01/29,824,0
5090,ENGINEER,84779,4399969250914910718,10/34,368,0
6110,LAWYER,87139,370540323788379,04/32,680,1
4101,LAWYER,80329,630433529769,08/29,919,0
2388,ENGINEER,48763,3545576161279737,01/26,282,1
1317,LAWYER,90284,180011037556668,09/26,124,0
2213,LAWYER,82390,30325628264876,10/25,6007,0
9801,DOCTOR,11396,4258353855570,11/28,830,0
8221,LAWYER,69987,4918476897961,09/26,489,0
6530,DOCTOR,78652,30571110659897,09/28,980,0
7491,LAWYER,8765,3576737984788757,09/32,740,0
2304,LAWYER,42347,4907180657117251,07/34,894,1
122,LAWYER,54373,6588697949332191,03/32,624,0
7373,LAWYER,66514,30556358104094,12/26,413,0
1171,LAWYER,93809,676339661164,11/33,862,0
7098,ENGINEER,51791,4256951962029747,11/27,276,0
8476,ENGINEER,50247,5193344358723607,05/33,16,0
7261,LAWYER,33428,4714586481575139,08/31,147,0
6386,ENGINEER,84159,502032459856,06/32,386,0
6660,LAWYER,74032,4024913785738202,04/30,473,1
3986,ENGINEER,21999,4175379615680291063,04/25,162,0
4855,DOCTOR,12473,3522633236280690,06/34,183,1
8190,LAWYER,57543,30391789073571,01/32,982,0
419,LAWYER,2039,3557895050879828,10/29,650,0
1519,LAWYER,21538,30141649066608,07/26,15,0
8164,DOCTOR,12325,374130287914223,01/33,851,0
3926,DOCTOR,51462,3598759095514652,02/34,994,0
9206,ENGINEER,51268,342410897628523,03/29,217,1
5160,ENGINEER,63651,3596764027609911,10/32,227,1
6562,ENGINEER,45159,676298330843,08/30,293,1
2839,LAWYER,98837,2702199927570298,06/27,957,1
4275,LAWYER,77527,3590482578398075,03/31,665,0
9544,DOCTOR,93670,2423533764914672,06/31,161,0
7602,DOCTOR,93922,3506167786620047,11/26,506,0
8164,DOCTOR,12325,374130287914223,01/33,851,0
5276,ENGINEER,17698,2232481971347123,09/33,194,0
6799,LAWYER,21808,4705505544894627,10/27,209,0
4145,LAWYER,80321,3592799014193408,09/31,687,0
2870,ENGINEER,35091,4910207865932208,07/29,465,0
165,DOCTOR,99151,675964045404,01/27,19,0
840,LAWYER,3445,3568753339815724,05/33,988,0
6314,LAWYER,32632,5272771961600729,10/31,888,0
2746,LAWYER,29740,3539441625679337,12/30,420,0
3413,ENGINEER,77933,3502022100100974,12/24,163,0
9188,ENGINEER,34481,3520140949360126,10/33,507,0
6590,DOCTOR,13512,6524130279352388,06/26,944,0
4566,LAWYER,98752,36255348838085,04/25,6288,0
5411,ENGINEER,86591,6564909738795886,05/33,190,0
2061,ENGINEER,90911,3517668712722127,06/32,942,0
3592,ENGINEER,27417,4012049431524098127,11/32,300,0
1685,ENGINEER,41536,4149260866940722515,01/34,928,0
2837,DOCTOR,22923,2262678570169781,04/32,601,1
4196,DOCTOR,58643,180068494418469,08/25,874,0
8268,LAWYER,389,3506588151033674,12/32,998,0
6231,ENGINEER,1823,3567746736035244,11/32,955,1
2687,ENGINEER,99626,349537860614594,07/33,729,0
9295,LAWYER,30638,4047753565669,01/33,81,0
6897,DOCTOR,56223,4825389489182999013,02/33,232,0
771,ENGINEER,17611,6011100571763673,06/28,472,1
253,DOCTOR,78699,213115780217617,01/31,583,0
2923,DOCTOR,43244,4069301329331,08/26,501,0
6157,ENGINEER,45100,4641925273008222,03/33,948,1
8719,LAWYER,58442,213161206407440,01/28,702,0
5344,LAWYER,57888,377981209624226,03/32,547,0
8631,DOCTOR,30042,4096081237871527,09/31,74,0
773,DOCTOR,54484,180011311218472,06/26,487,0
2337,DOCTOR,87431,4271927605900,09/30,560,0
7092,DOCTOR,34044,3529122137075469,09/32,753,0
7478,DOCTOR,55267,6011177585758022,11/25,437,0
4305,DOCTOR,99087,4239727230694187,04/30,653,0
